bollywood draws global starsbritish actress antonia bernath making debut kisna warrior poet marking growing trend non indian stars appear bollywood films directed bollywood veteran subhash ghai film set british raj bernath plays army general s daughter falls love rural boy kisna liked fluid nature film making improvised quite lot says bernath times felt chaotic mr ghai quite clear wanted picked girls audition london bernath cut short education bristol s old vic theatre school opportunity somebody gets play lead role straight drama school spent weeks learning hindi taking dance lessons initially bit sceptical people respond bernath says hindi film industry warm encouraging offers work kisna completed films india s biggest exports like lagaan monsoon wedding broken traditional boundaries colour culture spurred bollywood producers trying global aspects film making technical artistic young heart throbs like nick moran lock stock smoking barrels model sophie dahl non indian stars want make opportunity bollywood truly gone global says taran adarsh editor indian film journal trade guide directors attempting woo non asian audience increase share overseas film market kisna shot simultaneously hindi english english print shortened hour accommodate western audience film song composed english ar rahman director popular west end musical bombay dreams identification popular cinematic device use european american actors viewed step direction says adarsh cast kisna includes british actors michael maloney caroline langrishe polly adams actress annabelle wallace plays lead role bilingual romantic comedy dil jo bhi kahey heart says stars indian screen legend amitabh bachchan actor producer aamir khan s forthcoming venture rising set backdrop indian mutiny british actor toby stephens key role isn t western actors looking eastwards bollywood sweetheart aishwarya rai recently seen bride prejudice alongside new zealand actor martin henderson building international career bollywood stars eyes set hollywood hollywood bollywood s box office determines passing phase trend says adarsh kisna warrior poet opens uk january	__label__entertainment
row police power csosthe police federation strongly opposes giving community support officers csos power detain suspects minutes powers piloted areas extended police forces england wales thursday federation csos experience training safety equipment deal potentially confrontational situations government help police build safe communities police federation chairman jan berry civilian officers act eyes ears police placed potentially confrontational situations detaining clearly csos use reasonable force detain suspects minutes wait police officers arrive powers granted chief constables local forces ms berry dramatically changes original purpose visible presence combating low level crime anti social behaviour powers mean paperwork time street home office minister hazel blears defended saying civilian officers just little bit edge denied role changing new powers away streets powers bringing things need patrolling home office produced report csos describes encouraging ms blears study shows csos making real difference fight crime report showed public difficulties distinguishing civilian officer proper officer shadow home secretary david davis research appeared acknowledge csos discernible effect crime figures answer lot real police government wants recruit people t arrest bbc home affairs correspondent danny shaw research inconclusive csos england wales government intends streets cost â m powers hand fines wide range offences organised crime police proposes extra powers search suspects enforce licensing offences direct traffic deter begging	__label__politics
davenport hits wimbledonworld number lindsay davenport criticised wimbledon issue equal prize money women reacting disputed comment england club chairman tim phillips american think highly insulting prize money taken away somebody think mr phillips won t money flowers wimbledon s insulting england club spokesperson denied phillips remark insisting definitely didn t statement added humorous aside end radio interview conversation moved talking wimbledon grounds davenport speaking following announcement week s dubai duty free event join australian opens offering equal prize money women hear women playing sets men play daveport best women going beat best men s different game watch women doesn t make better worse hopefully able change people s minds serena williams dubai added m obviously equal prize money women s tennis exciting men s tennis exciting women right bringing spectators able reap able reap	__label__sport
worcester v sale fri sixwaysfriday february gmtthey make just change tim collier replacing phil murphy second row contrast sale missing players combination international ups injuries john payne chris rhys jones come centres scrum half richard wigglesworth looks set play wing delport pieters rasmussen lombard o leary brown powell windo van niekerk horsman collier gillies hickey sanderson macleod henderson replacements fortey murphy daly vaili cole hayes trueman hanley mayor payne rhys jones wigglesworth hercus redpath capt turner roddam stewart day schofield caillet carter chabal replacements bozzi coutts anglesea lund martens riley duffy c jones	__label__sport
download chart debut delayedthe inclusion downloaded music official singles chart delayed month british phonographic industry bpi planned include download formats chart march date april create level playing field independent labels bpi concerned independent repertoire adequately represented online looking ways rectifying bpi chairman peter jamieson inclusion download formats official uk singles chart significant development charts years multitude reasons current chart representation independent repertoire major download outlets poor pleased secured delay behalf independents try establish realistic level playing field opportunity official uk charts run official uk charts company occ joint venture bpi british association record dealers bard occ board meeting wednesday occ board agreed bpi members march start date postponed download formats included official uk singles chart time chart published april sales week beginning april merged downloaded singles billboard hot chart	__label__entertainment
jones files conte lawsuitmarion jones filed lawsuit defamation balco boss victor conte following allegations gave performance enhancing drugs sydney olympic gold medallist says conte damaged reputation seeking m â m suit conte company centre doping investigation claims television programme indicted february federal grand jury variety alleged offences email associated press wednesday conte stand jones won gold medals bronzes sydney lawsuit filed district court san francisco sprinter passed lie detector test taken banned performance enhancing drugs conte s statements suit added false malicious abc television program earlier month jones lawyer richard nicholls marion steadfastly maintained position used performance enhancing drugs victor conte man facing count federal indictment marion jones america s decorated female athletes mr conte s statements wildly contradictory mr conte chose make unsubstantiated allegations television marion jones demanded passed lie detector examination mr conte simply credible challenge submit lie detector procedure marion jones passed sport s ruling body iaaf taking cautious approach conte s allegations contacted anti doping agency communications director nick davies iaaf seek contact conte information davies stressed american authorities decide action jones light conte s television interview world governing body monitor situation closely felt case answer national governing body usa track field appropriate disciplinary action added anti doping agency proved diligent anti doping war sure like watching television programme great jones investigation steroid use anti doping agency continually denied taking illegal substances investigated balco scandal praised zinc supplement conte marketed jones win medals athens august failed drugs test conte charged men distributing illegal steroids money laundering face trial march	__label__sport
yukos owner sues russia bnthe majority owner embattled russian oil firm yukos sued russian government bn â bn kremlin year seized sold yukos main production arm yugansk state run oil group rosneft bn offset massive tax group menatep gibraltar based holding company controls yukos says illegal menatep asked rosneft repay m loan yugansk secured assets russian government s argument selling yuganskneftegaz unit s yukos owed bn taxes years onwards accused firm using web offshore firms avoid tax liabilities courts sent bailiffs freeze yukos accounts seize yugansk critics sell assault yukos finances attempt bring energy industry state control according menatep government s actions contrary energy charter treaty designed regulate disagreements energy investments warned russian government continuing attacks yukos personnel shareholders warned buyer yuganskneftegaz face lifetime litigation tim osborne director group menatep time warning actions recover value losses begin earnest today menatep value yukos shareholding gone bn virtually result russian government s action shares fallen according paris lawyer emmanuel gaillard shearman sterling overall claim based figure addition share gains accrued arbitration lawsuit place stockholm hague mr gaillard russia signed charter ratified experts make difficult menatep press case mr gaillard told bbc news charter came effect signature ratification russia past bound attract foreign investors yukos waiting happen filing court bankruptcy protection took action try prevent forced sale yugansk little known shell company turn bought rosneft yukos claims downfall punishment political ambitions founder mikhail khodorkovsky mr khodorkovsky currently facing fraud tax evasion charges founders menatep signed shareholding fellow investors	__label__business
rapper cent ends protege feudrapper cent ended public feud protege game pair wanted good role models communities row blew cent threw game g unit crew accused disloyal member game s entourage reportedly shot outside radio station cent interviewed pair shook hands handed money music projects new york s deprived areas wednesday game real jayceon taylor told news conference want apologise m ashamed participated things went weeks chart topper cent real curtis jackson truce came anniversary death notorious big volatile feud east west coast rap scenes today people rise difficult circumstances negativity cent lot people don t want happen responding important groups family fans boys choir harlem got cheque â cent game handed â game contribution compton schools music programme cent announced launched g unity foundation help people overcome obstacles make chance better lives realised m going effective overcome game need set example community cent stranger feuds rapper ja rule targets ridicule songs latest album released earlier month turned attentions fat joe nas worked ja rule game admitted drug dealing past shot	__label__entertainment
british stars denied major oscarsbritish hopes winning major oscars dashed uk stars failed win acting directing prizes despite nominations mike leigh s vera drake failed director screenplay awards prize star imelda staunton kate winslet lost best actress hilary swank clive owen sophie okonedo failed win best supporting actor awards uk s andrea arnold won short film award gritty drama wasp arnold presented children s television shows number motormouth s totally overwhelming win wasp tells story single mother living breadline beating films fellow uk nominees gary mckendry ashvin kumar worked extremely hard know arnold accepted prize beers home earlier british costume designer sandy powell won oscar aviator beating finding neverland s uk designer alexandra byrne process m thrilled film people worked ms powell hopefully ll staying celebrate ve sick days want make night british visual effects team harry potter prisoner azkaban fortunate losing oscar category spider man sunday s ceremony owen bookmakers favourite role romantic drama closer clinched golden globe award time actress okonedo shortlisted chosen performance hotel rwanda rwandan genocide debut nomination staunton played abortionist vera drake mike leigh s film leigh previously received oscar nominations secrets lies topsy turvy winslet ecstatic fourth oscar nomination career time lead role eternal sunshine spotless mind british talent nominated oscars composer andrew lloyd webber lyricist charles hart nominated best original song learn lonely phantom opera movie award won al otro lado del rio motorcycle diaries cinematographer john mathieson nominated gladiator phantom opera lost aviator finding neverland garnered nomination british talent gemma jackson shortlisted art direction prize lost category aviator spokesman uk film council disappointing british winners added extraordinary british nominees initial list nominees	__label__entertainment
gizmondo gadget hits shelvesthe gizmondo combined media player phone gaming gadget goes sale saturday priced â handheld device debuting uk goes sale mainland europe weeks catalogue games prepared gadget including great escape conflict vietnam british backed gadget faces stiff competition handheld gaming devices nintendo sony gizmondo device packs lot functions inside black cover aimed gamers want game playing gadgets used play games music tracks movies store digital photos used like mobile phone send text multimedia e mail messages phone service enable people send messages provided pre pay vodafone accounts bundled device works gps global position used navigation aid support variety location based services gprs bluetooth wireless data systems onboard mean used multi player gaming gadget available gizmondo store london s regent street retail partners device rolls impressive list functions face competition established names mobile gaming nintendo nokia sony main competition likely come nintendo sony nintendo s ds handheld went sale march priced â costs far gizmondo ready pool fans earlier nintendo handhelds draw days sale europe ds handhelds sold better debut gamecube enjoyed sony s psp make european debut march likely delayed months psp sale later month bundle including player accessories copy spiderman expected cost â psp play music movies supports wireless multiplayer gaming nokia s n gage competitor telecommunications crams fully functional phone gadget plays games	__label__tech
lib dems highlight problem debtpeople vulnerable problem debts afforded greater protection banks aggressively promoting financial products lib dems vincent cable says households struggle debt worsen hike rates unemployment lib dems treasury spokesman unveiling policy aimed issue wants proper health checks loans marketed people know payment protection economic conditions deteriorate large numbers people affected borrowed limit mr cable told bbc news banks aggressively promoting debt cases bigger problem ahead mr cable government s consumer credit target extreme problems loan sharking ministers bit complacent wider issue debt levels payment protection currently available extremely expensive lots exclusions mr cable added office fair trading investigate market lib dem leader charles kennedy middle tour uk aimed persuading voters real opposition mr kennedy visiting mixture rural seats party hoping make gains conservatives urban areas traditionally associated labour labour lib dem vote let tories tories lib dems mean higher taxes soft crime laws power europe mr kennedy s tour comes labour leader tony blair conservative leader michael howard step campaigning ahead general election widely expected held liberal democrats northern cities race labour southern seats particularly south west tories speaking bbc s westminster hour sunday mr kennedy upcoming general election widely tipped unpredictable recent experience brushed labour suggestions vote party mean letting tories door look previous parliamentary elections liberal democrats demonstrated leapfrog conservatives start place position defeat government s going story think coming general election	__label__politics
keanu reeves given hollywood staractor keanu reeves best known role matrix movies awarded star prestigious hollywood walk fame year old attended unveiling star mother patricia thanked inspiring actor years old asked mom ok actor reeves want star th embedded pavement hollywood boulevard actor born lebanese capital beirut spoke dropped school pursue acting career hollywood calling got car british racing green volvo holes floor bricks holding seats young man hopes dreams reeves fame teen comedy ted s excellent adventure went combine blockbusters speed devil s advocate matrix series smaller films including private idaho recently seen s got ta alongside jack nicholson diane keaton film supernatural thriller constantine released later month opens uk march	__label__entertainment
middlesbrough charltona late header teenager danny graham earned middlesbrough battling draw charlton riverside matt holland visitors ahead th minute shot took deflection franck queudrue middlesbrough peppered charlton goal break chris riggott stroked home equaliser shaun bartlett s strike charlton lead lasted just minutes graham rushed queudrue s pass head home match burst life whistle charlton defender hermann hreidarsson sight open goal just minutes hreidarsson received danny murphy s free kick right crashed free header wide far post iceland international looked danger boro bench heard issuing frantic instructions mark charlton s early pressure paid bartlett received long ball talal el karkouri box laid holland buried right footed strike szilard nemeth recalled place joseph desire job twice denied chance middlesbrough level terms dean kiely striker played great jimmy floyd hasselbaink kiely smother shot directing header straight keeper s arms boro plenty time ball addicks comfortably mopped pressure kiely tipping hasselbaink header bar lead half time way traffic break riverside middlesbrough poured forward kiely saved hreidarsson s blushes palmed ball away prevent charlton goal addicks keeper riggott s equaliser th minute boro defender looked suspiciously offside got end gareth southgate s misdirected effort despite charlton protests goal stood addicks let heads drop bartlett left boro defence standing picking hreidarsson s cross easily sink right footed strike substitute graham hand grab share points home year old striker nodding home equaliser premiership goal minutes left clock felt win game half lacklustre dominated break players showed fantastic response gone win charlton goalkeeper dean kiely tremendous saves scored lead penned feels little bit like defeat admitted kiely winning middlesbrough kept knocking door stood credit didn t capitulate ll kick short term ambition progress seventh place finish year nash reiziger graham riggott southgate queudrue parlour job doriva nemeth parnaby zenden downing hasselbaink subs used cooper knight riggott graham kiely hreidarsson perry el karkouri young konchesky murphy euell holland kishishev thomas johansson bartlett subs used fish jeffers andersen konchesky hreidarsson perry holland bartlett m riley w yorkshire	__label__sport
tory stalking horse meyer diessir anthony meyer tory backbencher challenged margaret thatcher party leadership died suffering cancer months died london home failed stalking horse leadership challenge easier michael heseltine mount bid turn paved way john major downing street second ballot meyer s constituency party clwyd north west represented mp years deselected result challenge sir anthony john charles meyer born october educated eton new college oxford served scots guards wounded tanks normandy worked edward heath europe foreign office subsequently won eton slough seat tories votes labour regained seat years later meyer wait enter parliament prospects bench slot remained remote tended defy party line	__label__politics
umbro profits lifted euro uk sportswear firm umbro posted rise annual profit sales replica england football kits boosted euro tournament pre tax profit â m m umbro recently lost sponsorship deals chelsea celtic thursday signed new year agreement scottish club rangers hopes sales benefit launch new england replica shirt ahead world cup january umbro announced sponsorship agreement chelsea gave umbro lucrative right make replica shirts end years earlier expected firm receive payment chelsea â m appraising number additional investment opportunities result compensation chief executive peter mcguigan firm plans grow sales uk internationally firm reporting annual results listing london stock exchange june uk market seen sales growth year launch evolution x fashion range boosted sales umbro supplies teams world including national sides ireland sweden norway shares umbro pence morning trade	__label__business
pops leaves bbc onethe bbc s flagship pop music programme pops bbc fridays sundays bbc new programme combine archive totp mixing new music footage classic bands corporation new aims appeal diverse audience music lovers biggest shake history broadcast bbc pops relaunched blaze publicity december year attempt reverse long term decline audience figures new pops fronted newcomer tim kash producer andi peters brought bbc channel revitalise series million people week watching fridays half total attracting mid s programme went popular itv soap coronation street despite relaunch audience figures failed rise remain million mark tim kash replaced host fearne cotton new launch spring year extended format bbc controller roly keating s exciting new era pops want make bigger better ultimate pop music music lovers generation mr keating described bbc natural home pops added addition pops extend bbc s offering younger audiences bbc spokeswoman andi peters continue executive producer issues exact format programme time slot decided programme close relationship bbc radio chart suggests relaunched transmitted sundays hopefully audience pops bbc think new slot create buzz programme time viewers discover news number happens	__label__entertainment
eu referendum question unveiledthe question asked referendum eu constitution unveiled government united kingdom approve treaty establishing constitution european union constitution incorporated uk law yes vote referendum expected critics constitution step federal europe advocates ensures effective operation enlarged state eu reject treaty britain isolated weak europe foreign secretary jack straw rest cabinet yes vote patriots definition wanted uk prosperous home strong influential abroad mr straw role leading member eu crucial securing conservative shadow foreign secretary michael ancram referendum question straightforward accused government trying confuse issue putting eu referendum question ratification constitution treated separate issues despite underhand trick referendum stood chance law election added tony blair s cheap gesture pro constitution lobby runs scared debate europe knows win neil o brien director anti constitution group vote reality government doesn t want discuss eu constitution ahead election know extremely unpopular voters business uk independence party government believes vote mean leave european union just ask want leave eu better sooner liberal democrat leader charles kennedy backs constitution expected referendum come half year told bbc radio s today programme sooner better question sounded neutral balanced adding enable argument enjoined fairly squarely sides green mep caroline lucas welcomed tony blair s courage keeping word holding referendum added treaty flawed document make eu accountable sustainable just mr blair signed constitution ceremony rome november clear issue voters referendum promise came sustained pressure opposition parties jack straw argues constitution reflected british vision europe gives national governments stronger grip referendum held spring interview financial times mr blair refused pinned date saying britain hold poll time don t know paper prime minister claimed ignorance countries planning hold referendums	__label__politics
short attacks tsunami aidformer cabinet minister clare short criticised led tsunami aid coalition saying leading efforts president bush announced alliance india australia japan ordinate humanitarian drive ms short effect parallel coalition undermine moral authority lead relief work ms short resigned international development secretary iraq war think initiative america set countries claiming ordinate sounds like attempt undermine best got needs building really job told bbc radio s pm programme body moral authority backed authority great powers ms short countries involved boast good records response major disasters bad coordinating india problems ms short don t know sounds afraid like trying separate operation work rest world added	__label__politics
angels favourite funeral song angels robbie williams song britons like played funeral survey suggested melancholy hit topped uk poll europeans favoured queen s upbeat anthem choice frank sinatra s way second uk vote monty python s look bright life place people surveyed digital tv station music choice european chart included denmark france germany led zeppelin s stairway heaven second ac dc s highway hell queen s wants live forever highly favoured uk european voters lists featured traditional classic song britons requesting royal scots dragoon guards amazing grace continental counterparts opting mozart s requiem wanting share treasured musical gem leaving perfect way sign leave lasting impression music choice music marketing manager simon george	__label__entertainment
m indecency fine viacommedia giant viacom paid m â m end investigations indecency radio tv shows settlement federal communications commission fcc ends long running saga dating fcc looking shows including shock jock howard stern new york djs stern recently announced leaving viacom djs sacked featured couple purporting sex church church incident years ago viacom agreed install audio delay equipment radio stations broadcast live programming agreed train broadcasters employees indecency laws agreement cancels investigations radio television shows richard diamond fcc deputy secretary communications shows broadcast viacom owned stations united states viacom days pay m fine according agreement payment related fcc s â fine levied viacom exposure singer janet jackson s breast cbs super bowl halftime january viacom contesting fine time viacom paid indecency charges infinity broadcasting owned viacom paid cumulative fines totalling m â settle fcc violations stern	__label__entertainment
spam e mails tempt net shopperscomputer users world continue ignore security warnings spam e mails lured buying goods report suggests quarter bought software spam e mails bought clothes jewellery profiting selling goods services driving advertising traffic organised crime rings use spam glean personal information business software alliance bsa warned people stay alert online consumers don t consider true motives spammers mike newton spokesperson bsa commissioned survey selling software appears legitimate genuine looking packaging sophisticated websites spammers hiding spyware consumers knowledge software installed pcs networks information given internet obtained abused results showed proportion people reading admitting reading taking advantage adult entertainment spam e mails low research covered people countries attitudes junk e mails revealed brazilians likely read spam read unsolicited junk e mail buy goods services receiving spam french second likely buy britons taking advantage products services despite people countries worried net security spam respondents concerned spam e mails contained viruses programs attempted collect personal information industry media helped raise awareness issues surround illegitimate e mail helping reduce potential financial damage nuisance phishing attacks spoof websites william plante director corporate security fraud protection security firm symantec time consumers need continue exercising caution protect harm mixture spam filters spyware detection software sound judgement	__label__tech
